"Label","Task","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date","i need to design chapter eight of the biology textbook by Friday.",138,"1","2025-04-13T10:47:28.046078Z",153,5.127,"School","2025-04-13T10:47:28.046078Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","remind me to study the board meeting report before Sunday at 5:20 p.m.",139,"1","2025-04-13T10:48:34.649098Z",154,66.225,"Work","2025-04-13T10:48:34.649098Z"
"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task","tomorrow i have to watch the monitor for the aug lunch",140,"1","2025-04-13T10:48:46.839133Z",155,11.865,"Personal","2025-04-13T10:48:46.839133Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date","i need to arrange an update mail to the team at 12:20 pm today",141,"1","2025-04-13T10:49:06.348161Z",156,19.194,"Work","2025-04-13T10:49:06.348161Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date","i need to mow an update mail to the team at 6:20 p.m. tomorrow",142,"1","2025-04-13T10:49:27.828828Z",157,18.743,"Work","2025-04-13T10:49:27.828828Z"
"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task","on mar 13th at 4 prepare the project client presentation",143,"1","2025-04-13T10:50:36.297776Z",158,68.066,"Work","2025-04-13T10:50:36.297776Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","prepare the ice cream by the 22nd at 1:00 pm",146,"1","2025-04-13T10:51:48.185930Z",161,45.749,"Household","2025-04-13T10:51:48.185930Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date","finish reading chapter 92 of board meeting book until the 10th of aug",147,"1","2025-04-13T10:51:53.031647Z",162,4.507,"School","2025-04-13T10:51:53.032644Z"
"B-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time,I-Time","check the ruler report in 2 days at 3:00 PM",149,"1","2025-04-13T10:52:31.446708Z",164,5.859,"Work","2025-04-13T10:52:31.446708Z"
"B-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time","analyze haircut for the physics project this Wednesday at three",150,"1","2025-04-13T10:52:39.170677Z",165,7.395,"School","2025-04-13T10:52:39.170677Z"
"B-Task,O,B-Task,B-Date","reserve the hammer tomorrow",153,"1","2025-04-13T10:53:58.903487Z",168,6.722,"Household","2025-04-13T10:53:58.903487Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","reserve a dentist appointment for next Thursday at 11:20 a.m.",154,"1","2025-04-13T10:54:06.561351Z",169,7.325,"Health","2025-04-13T10:54:06.561351Z"
"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task","on november 31st at 23 return the project product launch",155,"1","2025-04-13T10:54:10.700364Z",170,3.815,"Work","2025-04-13T10:54:10.700364Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","remind me to watch the training session report before Monday at 5:20 pm",156,"1","2025-04-13T10:54:23.406881Z",171,12.38,"Work","2025-04-13T10:54:23.406881Z"
"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date","add the new intern about onboarding next Friday",157,"1","2025-04-13T10:56:08.253981Z",172,104.498,"Work","2025-04-13T10:56:08.253981Z"
"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task","on august 23rd at 11 schedule the project team lunch",159,"1","2025-04-13T10:56:17.326772Z",174,5.669,"Work","2025-04-13T10:56:17.326772Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","remind me to prioritize the tech conference report before Wednesday at 4:20 PM",160,"1","2025-04-13T10:56:21.292007Z",175,3.323,"Work","2025-04-13T10:56:21.292007Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","manage the UI mockup by the 13th at 3:20 PM",161,"1","2025-04-13T10:56:24.615408Z",176,2.966,"Work","2025-04-13T10:56:24.615408Z"
"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time","finish Grandpa in 7 days around 16",162,"1","2025-04-13T10:56:31.525063Z",177,5.849,"Personal","2025-04-13T10:56:31.525063Z"
"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time","go over the monthly expense summary by the deadline on dec 6th at 1:00",163,"1","2025-04-13T10:57:26.129117Z",178,54.256,"Work","2025-04-13T10:57:26.129117Z"
"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time","schedule observance tickets tomorrow at 12:10 am.",164,"1","2025-04-13T10:57:40.082542Z",179,13.616,"Personal","2025-04-13T10:57:40.082542Z"
"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time","make sure to pick up the conference certification by today at midnight",166,"1","2025-04-13T10:57:49.493405Z",181,4.881,"Personal","2025-04-13T10:57:49.493405Z"
"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time","prioritize party tickets tomorrow at 6:45 p.m..",167,"1","2025-04-13T10:57:53.838002Z",182,4.025,"Personal","2025-04-13T10:57:53.838002Z"
"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time","I'm having a exhibition with Grandpa at the cafe tomorrow at noon",168,"1","2025-04-13T10:57:58.015288Z",183,3.833,"Personal","2025-04-13T10:57:58.015288Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date","arrange Mom's interviewceremony gift before march 5th",169,"1","2025-04-13T10:59:26.344836Z",184,87.98,"Personal","2025-04-13T10:59:26.344836Z"
"B-Task,I-Task,I-Task,B-Date,O,B-Time","prepare mail confirmation tomorrow at 1:50",170,"1","2025-04-13T10:59:34.297617Z",185,7.621,"Work","2025-04-13T10:59:34.297617Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date","i have to check the presentation for the tech conference at 3 p.m. today",171,"1","2025-04-13T10:59:39.384487Z",186,4.76,"Work","2025-04-13T10:59:39.384487Z"
"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time","go over the monthly expense summary by the deadline on dec 10th at 11:15",172,"1","2025-04-13T10:59:44.013991Z",187,4.305,"Work","2025-04-13T10:59:44.013991Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time","check a electrician appointment on jan 12th around noon",174,"1","2025-04-13T10:59:57.947516Z",189,3.255,"Household","2025-04-13T10:59:57.947516Z"
"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task","on march 2nd at 22 book the project press conference",175,"1","2025-04-13T11:00:10.494151Z",190,12.221,"Work","2025-04-13T11:00:10.494151Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","drop off Dad's medical prescriptions on september 14th at 7:45 pm.",176,"1","2025-04-13T11:00:15.330289Z",191,4.499,"Health","2025-04-13T11:00:15.330289Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date","manage John's wedding gift before march 19th",177,"1","2025-04-13T11:00:19.260641Z",192,3.609,"Personal","2025-04-13T11:00:19.260641Z"
"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","manage a table at Mom's for Tuesday at 3:20 a.m.",180,"1","2025-04-13T11:02:56.553492Z",195,7.466,"Personal","2025-04-13T11:02:56.553492Z"
"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time","make sure to check out the haircut certification by today at midnight",181,"1","2025-04-13T11:03:02.953501Z",196,6.061,"Personal","2025-04-13T11:03:02.953501Z"
"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date","finalize monitor for the exhibition scheduled at noon on oct 24th",182,"1","2025-04-13T11:03:09.367548Z",197,6.1,"Work","2025-04-13T11:03:09.367548Z"
"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date","i need to mow chapter 2 of the biology textbook by Sunday.",183,"1","2025-04-13T11:03:14.012537Z",198,4.304,"School","2025-04-13T11:03:14.012537Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","remind me to attend the press conference report before Tuesday at 8:45 PM",184,"1","2025-04-13T11:03:18.100206Z",199,3.751,"Work","2025-04-13T11:03:18.100206Z"
"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date","update the project report by 1am on Saturday",187,"1","2025-04-13T11:22:16.327281Z",202,4.071,"Work","2025-04-13T11:22:16.327281Z"
"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time","finish Daniel on her trip which is on the 29th at 4 pm.",189,"1","2025-04-13T11:22:27.897931Z",204,5.38,"Personal","2025-04-13T11:22:27.897931Z"
"B-Task,I-Task,O,B-Task,I-Task,O,B-Date","send for the tech conference on Sunday",190,"1","2025-04-13T11:22:37.579089Z",205,9.35,"Work","2025-04-13T11:22:37.579089Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","go over Daniel's medical prescriptions on jul 21st at 11:50 pm.",193,"1","2025-04-13T11:22:54.721501Z",208,4.341,"Health","2025-04-13T11:22:54.721501Z"
"O,O,O,B-Task,I-Task,I-Task,O,B-Date","i need to submit a phone by Thursday.",195,"1","2025-04-13T11:23:14.411825Z",209,12.137,"School","2025-04-13T11:23:14.411825Z"
"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task","on april 4th at 1 email the project board meeting",197,"1","2025-04-13T11:23:30.959151Z",211,4.562,"Work","2025-04-13T11:23:30.959151Z"
"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task","on october 9th at 10 arrange the project client presentation",199,"1","2025-04-13T11:23:41.877707Z",213,3.385,"Work","2025-04-13T11:23:41.877707Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time","finish a psychologist appointment on august 17th around noon",201,"1","2025-04-13T11:23:54.199413Z",215,7.293,"Health","2025-04-13T11:23:54.199413Z"
"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date","go over my dry cleaning in 7 days",202,"1","2025-04-13T11:23:58.386607Z",216,3.843,"Household","2025-04-13T11:23:58.386607Z"
"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","read a table at Noa's for Tuesday at 2:50 PM",203,"1","2025-04-13T11:24:04.963574Z",217,6.252,"Personal","2025-04-13T11:24:04.963574Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time","confirm a new UI mockup by tomorrow at noon",206,"1","2025-04-13T11:24:17.572588Z",220,7.258,"Work","2025-04-13T11:24:17.572588Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date","email Noam about the trade show by next week",207,"1","2025-04-13T11:24:23.908109Z",221,9.602,"Personal","2025-04-13T11:24:32.014490Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time","practice a plumber appointment on nov 2nd around noon",209,"1","2025-04-13T11:24:43.724395Z",223,3.238,"Household","2025-04-13T11:24:43.724395Z"
"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task","on dec 4th at 24 complete the project client presentation",210,"1","2025-04-13T11:24:48.524807Z",224,4.458,"Work","2025-04-13T11:24:48.524807Z"
"O,O,O,B-Task,I-Task,I-Task,O,B-Date","i need to call a worker by Thursday.",211,"1","2025-04-13T11:24:54.845178Z",225,5.989,"Work","2025-04-13T11:24:54.845178Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time","go through the apple for the team lunch that is in eight weeks at 11:20 p.m.",212,"1","2025-04-13T11:25:05.843154Z",226,10.683,"Personal","2025-04-13T11:25:05.843154Z"
"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time","go through the report that Dad needs for the concert happening today at 3:40a.m.",213,"1","2025-04-13T11:25:12.342103Z",227,5.944,"Personal","2025-04-13T11:25:12.342103Z"
"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time","attend tribute tickets tomorrow at 4:50 AM.",214,"1","2025-04-13T11:26:23.339414Z",228,70.092,"Personal","2025-04-13T11:26:23.339414Z"
"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time","add Dad in eight days around 21",215,"1","2025-04-13T11:26:27.680615Z",229,3.986,"Personal","2025-04-13T11:26:27.680615Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date","plan Dror's movie gift before oct 28th",217,"1","2025-04-13T11:26:52.138196Z",231,12.604,"Personal","2025-04-13T11:26:52.138517Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time","deal with the trousers for the press conference that is in eleven weeks at 8:15 AM",219,"1","2025-04-13T11:27:16.562164Z",233,17.434,"Work","2025-04-13T11:27:16.562164Z"
"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date","follow up my dry cleaning in five days",220,"1","2025-04-13T11:27:21.007037Z",234,4.108,"Household","2025-04-13T11:27:21.007037Z"
"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time","don't forget to prepare the ritual tickets by today at 8:30",221,"1","2025-04-13T11:27:26.658447Z",235,5.312,"Personal","2025-04-13T11:27:26.658447Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time","add tooth brush for the North Caitlinfort branch tomorrow noon",223,"1","2025-04-13T11:27:46.445802Z",236,16.009999999999998,"Household","2025-04-13T11:27:46.445802Z"
"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","watch a table at Dror's for Tuesday at 12:25 AM",224,"1","2025-04-13T11:27:53.074690Z",237,6.325,"Personal","2025-04-13T11:27:53.074690Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","go over Grandpa's medical prescriptions on october 15th at 2:10 am.",226,"1","2025-04-13T11:28:04.814748Z",239,4.229,"Health","2025-04-13T11:28:04.814748Z"
"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time","i have a tech conference scheduled for Tuesday next week at 10:30",229,"1","2025-04-13T11:28:40.076680Z",242,4.078,"Work","2025-04-13T11:28:40.076680Z"
"O,O,O,B-Task,I-Task,I-Task,O,B-Date","i need to arrange a banana by Monday.",231,"1","2025-04-13T11:28:48.312146Z",244,3.267,"Household","2025-04-13T11:28:48.312146Z"
"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time","arrange a taxi for the press conference on Sunday by today at 6:25",232,"1","2025-04-13T11:28:52.278700Z",245,3.638,"Work","2025-04-13T11:28:52.278700Z"
"B-Task,I-Task,O,B-Task,I-Task,O,B-Date","mow for the team meeting on Sunday",233,"1","2025-04-13T11:28:57.558543Z",246,4.938,"Work","2025-04-13T11:28:57.558543Z"
"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time","confirm fair tickets today at 2:25 a.m..",235,"1","2025-04-13T11:29:20.010583Z",248,14.968,"Personal","2025-04-13T11:29:20.010583Z"
"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time","confirm Tahel on her graduation which is on the 14th at 7 am.",237,"1","2025-04-13T11:29:35.388076Z",250,6.884,"Personal","2025-04-13T11:29:35.388076Z"
"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time","manage the tooth brush hammer to Noa by next Sunday at 3AM",240,"1","2025-04-13T11:30:12.558883Z",253,24.036,"Personal","2025-04-13T11:30:12.558883Z"
"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","return the report and return it by Monday at 7 am",241,"1","2025-04-13T11:30:19.351258Z",254,6.435,"Work","2025-04-13T11:30:19.351258Z"
"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time","drop off the monthly expense summary by the deadline on september 2nd at 1:20",242,"1","2025-04-13T11:31:00.414759Z",255,40.714,"Work","2025-04-13T11:31:00.414759Z"
"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task","tomorrow i have to share the book for the nov lunch",243,"1","2025-04-13T11:31:10.162915Z",256,9.402,"School","2025-04-13T11:31:10.162915Z"
"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","finalize a table at Grandma's for Sunday at 1:25 a.m.",244,"1","2025-04-13T11:31:14.360434Z",257,3.841,"Personal","2025-04-13T11:31:14.360434Z"
"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time","update the shower gel before the movie on Monday at 8:45",245,"1","2025-04-13T11:31:28.395516Z",258,13.686,"Household","2025-04-13T11:31:28.395516Z"
"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date","i need to finish chapter two of the biology textbook by Friday.",247,"1","2025-04-13T11:31:43.745872Z",260,3.779,"School","2025-04-13T11:31:43.745872Z"
"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time","make sure to pick up the demonstration certification by today at midnight",248,"1","2025-04-13T11:31:48.645557Z",261,4.553,"Personal","2025-04-13T11:31:48.645557Z"
"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","review the report and review it by Wednesday at 9 AM",249,"1","2025-04-13T11:31:51.967426Z",262,2.974,"Work","2025-04-13T11:31:51.967426Z"
"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","call a table at Mom's for Sunday at 1:40 pm",251,"1","2025-04-13T11:32:02.521213Z",264,3.548,"Personal","2025-04-13T11:32:02.521213Z"
"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time","deal with the ruler that Leslie needs for the wedding happening today at 1:20am",255,"1","2025-04-13T11:39:13.329497Z",268,5.31,"Personal","2025-04-13T11:39:13.329497Z"
"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time","Need to test the sales report before the commemoration on oct 21st at 11:15",256,"1","2025-04-13T11:39:24.278701Z",269,10.613,"Work","2025-04-13T11:39:24.278701Z"
"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time","finalize lyrics for the commemoration on mar 17th at 21:30",260,"1","2025-04-13T11:42:14.486415Z",273,3.158,"Personal","2025-04-13T11:42:14.486415Z"
"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time","follow up the monthly expense summary by the deadline on november 27th at 7:30",263,"1","2025-04-13T11:42:40.896780Z",276,18.259,"Work","2025-04-13T11:42:40.896780Z"
"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time","don't forget to check the interviewceremony tickets by tomorrow at 4:30",264,"1","2025-04-13T11:42:47.190953Z",277,5.879,"Personal","2025-04-13T11:42:47.190953Z"
"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time","Need to manage the coffee table before the exhibition on aug 19th at 11:15",266,"1","2025-04-13T11:43:01.320730Z",279,3.585,"Household","2025-04-13T11:43:01.320886Z"
"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time","I'm having a commemoration with John at the cafe tomorrow at noon",267,"1","2025-04-13T11:43:09.716060Z",280,8.054,"Personal","2025-04-13T11:43:09.717058Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","plan the inventory levels by the 22nd at 7:50 a.m.",268,"1","2025-04-13T11:43:15.639208Z",281,5.584,"Work","2025-04-13T11:43:15.639208Z"
"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date","submit the project report by 9pm on Wednesday",269,"1","2025-04-13T11:43:20.408452Z",282,4.428,"School","2025-04-13T11:43:20.408452Z"
"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time","coordinate a taxi for the project timeline on Tuesday by tomorrow at 9:20",270,"1","2025-04-13T11:43:26.960575Z",283,6.215,"Work","2025-04-13T11:43:26.961598Z"
"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date","read Michael for his birthday which is tomorrow next week",272,"1","2025-04-13T11:43:52.558057Z",285,3.549,"Personal","2025-04-13T11:43:52.558057Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,O,B-Date","review preliminary idea report by 4:20 p.m. on Sunday",273,"1","2025-04-13T11:43:58.144462Z",286,5.14,"Work","2025-04-13T11:43:58.144462Z"
"B-Task,I-Task,I-Task,B-Date,O,B-Time","finish mail confirmation tomorrow at 6:30",275,"1","2025-04-13T11:44:16.614163Z",288,15.875,"Personal","2025-04-13T11:44:20.655422Z"
"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","study the report and study it by Wednesday at five p.m.",276,"1","2025-04-13T11:44:32.417922Z",289,9.564,"School","2025-04-13T11:44:32.417922Z"
"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time","don't forget to email the graduation tickets by today at 10:30",278,"1","2025-04-13T11:45:37.215381Z",291,4.188,"Personal","2025-04-13T11:45:37.215381Z"
"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time","prioritize haircut tickets today at 9:25 pm.",279,"1","2025-04-13T11:45:40.886941Z",292,3.323,"Personal","2025-04-13T11:45:40.886941Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time","organize a optometrist appointment on december 10th around noon",280,"1","2025-04-13T11:45:45.665574Z",293,4.168,"Health","2025-04-13T11:45:45.665574Z"
"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","manage a photographer to inspect the mockup by today at seven am",284,"1","2025-04-13T11:46:15.212665Z",297,4.788,"Work","2025-04-13T11:46:15.212665Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","remind me to finalize the physics project report before Monday at 6:10 pm",287,"1","2025-04-13T11:46:32.330420Z",300,5.303,"School","2025-04-13T11:46:32.330420Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time","organize photo album for the North Kevin branch tomorrow noon",288,"1","2025-04-13T11:46:40.641864Z",301,7.953,"Work","2025-04-13T11:46:40.641864Z"
"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time","I'm having a gathering with Gal at the cafe tomorrow at noon",289,"1","2025-04-13T11:46:45.029595Z",302,4.036,"Personal","2025-04-13T11:46:45.029595Z"
"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time","deal with the monthly expense summary by the deadline on october 5th at 10:15",290,"1","2025-04-13T11:46:49.580975Z",303,4.201,"Work","2025-04-13T11:46:49.580975Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time","remind me to manage the board meeting report before Tuesday at 4:45 pm",292,"1","2025-04-13T11:47:14.491500Z",305,4.424,"Work","2025-04-13T11:47:14.491500Z"
"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time","add Mom in 4 days around 16",293,"1","2025-04-13T11:47:18.125407Z",306,3.281,"Personal","2025-04-13T11:47:18.125407Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","finalize a plumber appointment for next Sunday at 4:00 am",295,"1","2025-04-13T11:47:27.076663Z",308,2.93,"Household","2025-04-13T11:47:27.076663Z"
"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time","i have a panel discussion scheduled for Wednesday next week at 2:25",296,"1","2025-04-13T11:47:36.420539Z",309,8.664,"Work","2025-04-13T11:47:36.420539Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time","pick up Gal's medical prescriptions on may 2nd at 5:50 p.m..",298,"1","2025-04-13T11:47:45.799181Z",311,3.313,"Health","2025-04-13T11:47:45.799181Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time","go through the report for the product launch that is in twelve weeks at 6:00 PM",299,"1","2025-04-13T11:47:51.013406Z",312,4.863,"Work","2025-04-13T11:47:51.013406Z"
"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date","i have to arrange the presentation for the press conference at 1 p.m. today",300,"1","2025-04-13T11:47:55.052453Z",313,3.681,"Work","2025-04-13T11:47:55.052453Z"
"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time","check a architect appointment on february 28th around noon",302,"1","2025-04-13T11:48:05.311837Z",315,7.467,"Personal","2025-04-13T11:48:05.311837Z"
"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time","study the new camera made by Ron until Saturday at 12:45",303,"1","2025-04-13T11:48:12.411230Z",316,6.739,"School","2025-04-13T11:48:12.411230Z"
"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time","finalize the new headphones made by Larry until Saturday at 6:30",306,"1","2025-04-13T11:48:29.988609Z",319,6.29,"Personal","2025-04-13T11:48:29.988609Z"
"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time","schedule tickets for the vacation on may 9th at 2:40 pm.",309,"1","2025-04-13T11:48:44.488287Z",322,5.339,"Personal","2025-04-13T11:48:44.488287Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date","return Noam about the client presentation by next week",314,"1","2025-04-13T11:49:18.358639Z",327,12.349,"Work","2025-04-13T11:49:18.358639Z"
"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date","design the project report by 7a.m. on Friday",316,"1","2025-04-13T11:50:30.307011Z",329,64.984,"Work","2025-04-13T11:50:30.307011Z"
"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date","finish reading chapter 18 of tech conference book until the 11th of feb",317,"1","2025-04-13T11:50:34.227589Z",330,3.531,"School","2025-04-13T11:50:34.227589Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date","return Dad's vacation gift before oct 31st",318,"1","2025-04-13T11:50:38.467601Z",331,3.874,"Personal","2025-04-13T11:50:38.467601Z"
"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O","learn the mockup before two PM today and then learn",320,"1","2025-04-13T11:50:51.928158Z",333,9.179,"Work","2025-04-13T11:50:51.928158Z"
"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task","today i have to test the pen for the july lunch",321,"1","2025-04-13T11:51:20.147562Z",334,27.672,"Work","2025-04-13T11:51:20.147562Z"
"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date","share Noam's reunion gift before sep 2nd",323,"1","2025-04-13T11:51:32.147024Z",336,3.494,"Personal","2025-04-13T11:51:32.147024Z"
